Brand;Standing screen display size;Processor Brand;Processor Speed;RAM Size;Hard Drive Size;Hard Disk Description;Graphics Chipset Brand;Operating System;Item Weight;Price
Toshiba;13.3;Intel;2.3;8;256;SSD;Intel;Windows10;1.2;5276.55
Lenovo;12.5;Intel;2.7;8;256;SSD;Intel;Windows10;1.36;6890.4
Asus;17.3;Intel;2.7;32;512;SSD;Nvidia;Windows10;3.8;12175.65
Acer;15.6;Intel;2.5;8;1000;HDD;Nvidia;Linux;2.4;3084.15
Dell;13.3;Intel;1.6;8;256;SSD;Intel;Windows10;1.2;6307.065
MSI;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.2;5184.33
HP;15.6;Intel;2;4;500;HDD;Intel;NoOS;1.86;1587.315
Toshiba;15.6;Intel;2.5;8;500;HDD;Intel;Windows10;2;4628.4
Dell;15.6;Intel;1.8;8;256;SSD;AMD;Windows10;2.2;3997.65
Dell;15.6;Intel;1.8;16;256;SSD;AMD;Windows10;2.2;4937.25
Lenovo;15.6;Intel;2.6;8;128;SSD;Nvidia;Windows10;3.31;5202.6
Dell;17.3;Intel;2.8;32;512;SSD;Nvidia;Windows10;4.42;13691.0595
Dell;14;Intel;2.4;8;256;SSD;Intel;Windows10;1.56;5346.15
Lenovo;15.6;Intel;1.1;4;500;HDD;Intel;Windows10;2.2;1822.65
Lenovo;15.6;Intel;2.3;4;500;HDD;Intel;Windows10;2.2;2327.25
HP;15.6;Intel;2;6;1000;HDD;AMD;Windows10;2.04;2344.65
MSI;17.3;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.7;6467.4495
Toshiba;15.6;Intel;2.1;4;128;SSD;Intel;Windows10;2.1;2166.3
Dell;15.6;Intel;2.5;8;1000;HDD;Intel;Windows10;2.06;4154.25
HP;15.6;Intel;2.7;8;1000;HDD;AMD;Windows10;2.1;3240.75
Toshiba;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;2;5472.3
Acer;15.6;Intel;2;4;128;SSD;Intel;Linux;2.1;1792.2
Microsoft;13.5;Intel;2.8;8;256;SSD;Intel;Windows10S;1.252;8125.1475
Lenovo;15.6;Intel;2.5;8;128;SSD;AMD;Windows10;1.9;3558.0825
Lenovo;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.3;4497.9
Lenovo;15.6;AMD;2.2;4;128;SSD;AMD;Windows10;2.2;1518.15
HP;14;Intel;2.4;4;128;SSD;Nvidia;Windows10;1.63;3040.65
MSI;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.4;5628.9
Asus;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.1;4937.25
HP;11.6;Intel;1.1;8;64;FlashStorage;Intel;ChromeOS;1.4;2153.25
LG;15.6;Intel;1.8;8;512;SSD;Intel;Windows10;1.09;10000.65
Acer;15.6;Intel;2.5;16;256;SSD;Nvidia;Windows10;2.5;5650.65
MSI;15.6;Intel;2.5;8;256;SSD;Nvidia;Windows10;2.2;4340.865
Asus;15.6;Intel;1.1;4;128;SSD;Intel;Windows10;1.86;1822.65
Dell;15.6;Intel;2.5;16;128;SSD;Nvidia;Windows10;3.21;8921.85
HP;17.3;Intel;2;4;256;SSD;AMD;Windows10;2.5;3040.65
Lenovo;13.3;Intel;1.8;8;512;SSD;Intel;Windows10;1.19;6520.65
Dell;15.6;Intel;2.9;16;256;SSD;Nvidia;Windows10;3.49;12239.8125
HP;15.6;Intel;2.5;4;500;HDD;AMD;Windows10;1.86;2664.8535
Dell;15.6;Intel;2;4;1000;HDD;AMD;Windows10;2.2;2373.6645
HP;17.3;AMD;2.4;6;2000;HDD;AMD;Windows10;2.65;2475.15
Lenovo;15.6;Intel;1.6;4;500;HDD;Intel;Windows10;2.1;1383.3
Acer;14;Intel;1.6;4;32;FlashStorage;Intel;ChromeOS;1.45;1631.25
Lenovo;14;Intel;2.5;4;256;SSD;Intel;Windows10;1.7;3040.65
HP;17.3;Intel;2.8;8;500;HDD;Nvidia;Windows10;3.14;8299.7565
Lenovo;14;Intel;2.7;8;256;SSD;Intel;Windows10;1.42;11266.5
Toshiba;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.5;4232.55
Acer;11.6;Intel;1.6;4;32;FlashStorage;Intel;Windows10;1.4;1170.15
Lenovo;14;Intel;2.7;16;512;SSD;Intel;Windows10;1.38;7608.15
Asus;12.5;Intel;0.9;4;64;FlashStorage;Intel;ChromeOS;1.2;2910.15
Toshiba;13.3;Intel;2.5;16;512;SSD;Intel;Windows10;1.36;8164.95
HP;15.6;Intel;2.7;4;500;HDD;AMD;Windows10;2.1;2997.15
Dell;15.6;Intel;2.5;8;1000;HDD;Nvidia;Windows10;2.56;3562.65
Lenovo;15.6;AMD;2.9;4;256;SSD;AMD;Windows10;2.2;1735.65
Lenovo;15.6;AMD;3.6;8;1000;HDD;AMD;Windows10;2.2;1866.15
Lenovo;15.6;Intel;2.5;4;1000;HDD;Intel;Windows10;2.1;2703.3075
Lenovo;15.6;Intel;2;4;500;HDD;Intel;NoOS;1.9;1957.5
Dell;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;2.18;3458.25
Acer;13.3;Intel;1.6;8;256;SSD;Intel;Windows10;1.6;4345.65
Lenovo;15.6;Intel;2.5;16;512;SSD;Nvidia;Windows7;2.18;8069.25
Lenovo;14;Intel;2.3;8;256;SSD;Intel;Windows10;1.8;5180.85
HP;17.3;AMD;2.5;6;2000;HDD;AMD;Windows10;2.71;2849.2935
Lenovo;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.5;5433.15
Dell;14;Intel;2.8;8;256;SSD;Nvidia;Linux;1.64;4737.15
Dell;15.6;Intel;2.5;8;1000;HDD;Intel;Linux;1.98;3158.1
Asus;14;Intel;1.1;4;32;FlashStorage;Intel;Windows10;1.5;1296.3
Dell;15.6;Intel;2.6;16;512;SSD;Intel;Windows10;1.93;6205.971
Lenovo;14;Intel;2.5;8;256;SSD;Nvidia;Windows10;1.87;3728.2545
Dell;15.6;Intel;2.6;8;256;SSD;Intel;Windows10;1.9;5128.65
Lenovo;15.6;AMD;2;4;500;HDD;AMD;Windows10;2.19;1296.3
Mediacom;14;Intel;1.92;4;32;HDD;Intel;Windows10;1.4;1152.75
HP;17.3;Intel;2.7;8;256;SSD;Nvidia;Windows10;2.63;5220
Lenovo;14;Intel;2.5;8;512;SSD;Intel;Windows10;1.17;7336.884
HP;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.58;3639.21
Lenovo;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.32;6520.65
Dell;17.3;Intel;2.8;32;1000;SSD;Nvidia;Windows10;4.36;15918.39
MSI;17.3;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.7;5865.888
Lenovo;15.6;Intel;2.5;4;1000;HDD;Intel;NoOS;1.9;2131.065
Dell;15.6;Intel;1.6;8;128;SSD;AMD;Windows10;2.2;3127.65
Dell;13.3;Intel;2.4;4;1000;HDD;Intel;Windows10;1.71;2823.15
Dell;15.6;Intel;2.5;8;1000;HDD;AMD;Linux;2.32;2564.412
HP;15.6;AMD;;4;1000;HDD;AMD;Windows10;2.1;2127.15
Acer;17.3;Intel;2.6;16;128;SSD;Nvidia;Windows10;4.2;8417.25
Dell;15.6;Intel;2.5;12;1000;HDD;Intel;Windows10;2.25;2823.15
HP;15.6;AMD;;6;128;SSD;AMD;Windows10;2.1;2827.5
Acer;15.6;Intel;2.5;4;500;HDD;Intel;Windows10;2.4;2431.65
Lenovo;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.44;4176
Lenovo;15.6;Intel;2.7;4;1000;HDD;Intel;Windows10;1.85;3388.65
HP;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.6;10522.65
Dell;13.3;Intel;1.6;8;1000;HDD;Intel;Windows10;1.55;2866.65
MSI;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;1.8;9110.988
Acer;15.6;Intel;2;4;500;HDD;Intel;Windows10;2.4;1786.98
Dell;15.6;Intel;2.7;8;128;SSD;Nvidia;Windows10;2;5250.45
Dell;15.6;Intel;2;8;256;SSD;Intel;Windows10;2;2892.75
Toshiba;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.25;6677.25
Lenovo;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.7;4345.65
Lenovo;15.6;Intel;2.8;16;1000;SSD;Nvidia;Windows10;2.5;14350.65
Acer;14;Intel;1.6;2;32;FlashStorage;Intel;ChromeOS;1.68;1435.5
Samsung;13.3;Intel;2.7;16;256;SSD;Intel;Windows10;0.81;7173.15
HP;15.6;Intel;2;8;256;SSD;Intel;Windows10;1.86;2344.65
Dell;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.6;4901.1885
HP;17.3;Intel;2.9;16;256;SSD;Nvidia;Windows7;3;19092.15
Lenovo;11.6;Intel;1.6;4;128;SSD;Intel;Windows10;1.4;2066.25
HP;15.6;Intel;2.4;8;256;SSD;Intel;Windows10;1.84;8265
Asus;15.6;Intel;2.3;4;1000;HDD;Nvidia;NoOS;2.45;2518.65
Lenovo;14;Intel;2.3;4;180;SSD;Intel;Windows10;1.7;4767.6
Asus;15.6;Intel;2.7;4;256;SSD;Intel;Windows10;2.37;3697.065
Lenovo;13.3;Intel;1.8;8;256;SSD;Intel;Windows10;1.3;5215.65
HP;15.6;Intel;2.5;8;128;SSD;Nvidia;Windows10;2.2;4780.65
HP;15.6;Intel;2.6;8;256;SSD;Nvidia;Windows7;2.59;6790.35
Dell;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;4.42;12480.1065
Acer;15.6;Intel;2.5;4;256;SSD;Intel;Windows10;2.1;2605.65
Lenovo;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.5;4558.8
Dell;12.5;Intel;2.8;16;256;SSD;Intel;Windows10;1.18;8086.65
Google;12.3;Intel;1.2;8;256;SSD;Intel;ChromeOS;1.1;6781.65
Asus;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.2;4911.15
Dell;13.3;Intel;2;4;500;HDD;Intel;Windows10;1.65;3693.15
Acer;13.3;Intel;2.3;4;128;SSD;Intel;Windows10;1.6;2849.25
Asus;17.3;Intel;1.1;4;1000;HDD;Nvidia;Windows10;2.8;2045.979
Dell;15.6;Intel;2.6;16;128;SSD;Nvidia;Windows10;2.72;4780.65
Samsung;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.31;6955.65
Acer;15.6;Intel;1.1;4;1000;HDD;Intel;Linux;2.1;1296.3
Dell;15.6;Intel;2.7;16;256;SSD;AMD;Windows10;2.3;5138.5245
Samsung;15;Intel;2.7;16;256;SSD;AMD;Windows10;1.71;7825.65
Toshiba;14;Intel;2.3;4;128;SSD;Intel;Windows10;1.75;4437
Dell;15.6;Intel;2.8;8;1000;HDD;Nvidia;Windows10;2.62;4780.65
HP;12.5;Intel;2.3;4;256;SSD;Intel;Windows10;1.26;5411.4
Asus;15.6;Intel;2.7;12;2000;HDD;Nvidia;Windows10;2.3;3649.65
Lenovo;15.6;Intel;2.7;16;512;SSD;Nvidia;Windows7;2.5;10309.5
Acer;14;Intel;2.4;4;128;SSD;Intel;Windows10;1.8;2766.6
Razer;14;Intel;2.8;16;512;SSD;Nvidia;Windows10;1.95;12610.65
Asus;15.6;Intel;1.1;8;128;SSD;Intel;Windows10;2;2531.265
Dell;17.3;Intel;2.8;32;1000;SSD;Nvidia;Windows10;4.42;15611.28
Asus;17.3;Intel;2.6;16;256;SSD;Nvidia;Windows10;4.3;10222.5
Toshiba;14;Intel;2.6;16;512;SSD;Nvidia;Windows10;1.47;7673.4
Lenovo;15.6;Intel;1.6;8;1000;HDD;Intel;NoOS;2.2;1431.15
Lenovo;14;Intel;2.7;16;512;SSD;Intel;Windows10;1.7;10000.65
MSI;14;Intel;2.8;16;256;SSD;Nvidia;Windows10;1.6;8225.85
MSI;15.6;Intel;2.5;8;128;SSD;Nvidia;Windows10;2.2;4737.15
Lenovo;15.6;Intel;2.8;4;1000;HDD;Nvidia;Windows10;2.4;4345.65
Acer;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;4.2;10000.65
Dell;15.6;Intel;2.5;8;256;SSD;Nvidia;Windows10;2.62;4284.75
Asus;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.24;5824.65
Vero;14;Intel;1.1;4;32;FlashStorage;Intel;Windows10;1.22;882.615
Lenovo;13.3;Intel;2.7;8;512;SSD;Intel;Windows10;1.37;8569.5
Lenovo;15.6;Intel;2.5;8;256;SSD;AMD;Windows10;2.08;4171.65
Apple;12;Intel;1.2;8;512;FlashStorage;Intel;MacOSX;0.92;5067.75
Lenovo;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.42;10135.5
Asus;14;Intel;1.1;4;32;FlashStorage;Intel;Windows10;1.63;1300.65
Dell;15.6;Intel;2.5;8;128;SSD;Intel;Windows10;1.95;3523.5
Lenovo;13.9;Intel;2.7;8;256;SSD;Intel;Windows10;1.38;5868.15
Dell;15.6;Intel;2;8;256;SSD;AMD;Windows10;2;3214.65
HP;15.6;Intel;2.8;8;256;SSD;Nvidia;Windows10;3.14;8982.315
Asus;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;2.37;4780.65
Dell;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.29;6520.65
Dell;15.6;Intel;2.5;8;256;SSD;Nvidia;Windows10;2.06;7608.15
Dell;11.6;Intel;1.1;4;128;SSD;Intel;Windows10;1.63;3236.4
HP;12.5;Intel;2.6;8;256;SSD;Intel;Windows10;1.26;6042.15
Toshiba;15.6;Intel;2.3;4;500;HDD;Intel;Windows10;2.1;3393
HP;15.6;AMD;2.5;8;2000;HDD;AMD;Windows10;2.04;2736.15
Dell;15.6;Intel;2.8;16;512;SSD;Nvidia;Windows10;2.62;7303.65
Lenovo;15.6;Intel;2.5;4;1000;HDD;Nvidia;Windows10;2.4;2649.15
HP;17.3;Intel;2.8;12;1000;HDD;AMD;Windows10;3.74;7608.15
MSI;17.3;Intel;2.8;16;512;SSD;Nvidia;Windows10;2.9;10505.25
Samsung;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;0.81;6520.65
Dell;15.6;Intel;2.7;8;1000;HDD;Nvidia;Windows10;1.98;4180.35
Dell;15.6;Intel;2.5;8;256;SSD;AMD;Windows10;2.18;3435.6735
Lenovo;14;Intel;2.7;8;256;SSD;Intel;Windows10;1.32;8086.65
Razer;12.5;Intel;2.5;16;512;SSD;Intel;Windows10;1.29;7825.65
HP;11.6;Intel;1.6;4;16;FlashStorage;Intel;ChromeOS;1.23;1674.75
Dell;17.3;Intel;2.8;16;128;SSD;Nvidia;Windows10;4.36;10896.837
Dell;14;Intel;2.3;4;500;HDD;Intel;Windows10;1.76;3284.25
Lenovo;15.6;Intel;2;4;500;HDD;Intel;Windows10;2.1;2131.065
Toshiba;14;Intel;2.5;4;128;SSD;Intel;Windows10;1.25;4741.5
Lenovo;14;Intel;2.7;8;512;SSD;Intel;Windows10;1.13;10870.65
MSI;15.6;Intel;2.5;8;256;SSD;Nvidia;Windows10;2.4;5215.65
Lenovo;14;Intel;2.5;8;256;FlashStorage;Intel;Windows10;1.13;8156.25
Toshiba;14;Intel;2.1;4;128;SSD;Intel;Windows10;1.75;2170.65
Asus;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.1;5907.3
Dell;14;Intel;2;4;500;HDD;Intel;Windows10;1.76;2544.75
Acer;11.6;Intel;1.6;4;32;FlashStorage;Intel;ChromeOS;1.35;1544.25
Acer;14;Intel;2.4;8;128;SSD;Intel;Windows10;1.5;2692.65
Razer;17.3;Intel;2.9;32;512;SSD;Nvidia;Windows10;3.49;23920.65
Lenovo;14;Intel;2.6;16;512;SSD;Intel;Windows10;1.1;9130.65
Asus;15.6;Intel;2.5;4;1000;HDD;Nvidia;Linux;2.1;2257.65
Lenovo;14;Intel;2.3;8;256;SSD;Intel;Windows10;1.7;5159.1
Lenovo;14;Intel;2.6;8;256;SSD;Intel;Windows10;1.32;7177.5
Dell;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;3.21;12069.6405
Asus;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.9;10522.65
Toshiba;15.6;Intel;2.4;4;500;HDD;Intel;Windows10;2;2910.15
Lenovo;14;Intel;1.6;4;16;FlashStorage;Intel;ChromeOS;1.5;1413.75
Asus;15.6;Intel;2.5;8;128;HDD;Intel;Windows10;2.3;2566.5
Asus;17.3;Intel;2.6;16;512;SSD;Nvidia;Windows10;2.73;7825.65
Dell;17.3;Intel;2.8;32;512;SSD;Nvidia;Windows10;4.42;13367.0715
HP;17.3;Intel;2.5;8;1000;HDD;Nvidia;Windows10;2.63;3958.5
Dell;15.6;Intel;2.5;8;128;SSD;Intel;Windows10;2.18;3105.8565
HP;14;Intel;2.5;8;512;SSD;Intel;Windows7;1.54;8134.5
Dell;15.6;Intel;2.7;4;256;SSD;AMD;Windows10;2.18;3214.65
HP;11.6;Intel;1.1;4;32;FlashStorage;Intel;ChromeOS;1.4;2675.25
Asus;13.3;Intel;2.3;8;512;SSD;Nvidia;Windows10;1.45;4463.1
HP;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.28;9904.95
HP;14;Intel;2.5;8;512;SSD;Intel;Windows10;1.54;6385.8
HP;15.6;Intel;1.6;4;128;SSD;Intel;NoOS;1.86;1300.65
Asus;15.6;Intel;2.8;16;128;SSD;Nvidia;Windows10;2.1;8260.65
Dell;17.3;Intel;2.7;8;1000;HDD;AMD;Linux;2.83;3762.75
Lenovo;14;Intel;2.8;8;256;SSD;Nvidia;Windows10;1.96;8278.05
Asus;15.6;Intel;2.7;8;256;SSD;Nvidia;Windows10;2.3;3423.45
Dell;15.6;Intel;2.5;8;128;SSD;Intel;Windows10;1.9;4110.75
Asus;15.6;Intel;1.1;4;1000;HDD;Intel;Windows10;2;1953.15
HP;13.3;Intel;2.8;8;256;SSD;Intel;Windows10;1.28;11131.65
Dell;13.3;Intel;2.3;8;1000;HDD;Intel;Windows10;1.62;2823.15
Lenovo;15.6;Intel;2;4;1000;HDD;Intel;NoOS;2.2;2040.15
Lenovo;15.6;Intel;2.5;8;1000;HDD;Intel;Windows10;2.3;3700.371
HP;15.6;Intel;2.6;8;256;SSD;AMD;Windows10;1.84;5868.15
Toshiba;13.3;Intel;2.5;4;128;SSD;Intel;Windows10;1.05;5589.75
Lenovo;15.6;Intel;2.5;8;1000;HDD;Nvidia;NoOS;2.5;4423.95
Dell;13.3;Intel;2.5;16;512;SSD;Intel;Windows10;1.29;9744
HP;15.6;Intel;2.3;4;500;HDD;Intel;Windows10;2.07;3958.5
Toshiba;13.3;Intel;2.3;8;256;SSD;Intel;Windows10;1.2;4763.25
Lenovo;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.37;8482.5
Acer;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.56;3923.7
Dell;15.6;Intel;2.8;8;1000;HDD;Nvidia;Windows10;2.23;7734.3
Lenovo;15.6;Intel;2.5;4;500;HDD;Intel;Windows10;2.38;4589.25
Lenovo;15.6;Intel;2;4;1000;HDD;AMD;NoOS;2.2;2083.65
Toshiba;15.6;Intel;2.7;8;256;SSD;Intel;Windows10;2;6037.8
Lenovo;13.3;Intel;2.4;4;180;SSD;Intel;Windows10;1.44;3197.25
Samsung;15;Intel;2.7;16;256;SSD;Nvidia;Windows10;1.23;8043.15
Dell;12.5;Intel;2.8;8;256;SSD;Intel;Windows10;1.6;7351.5
Asus;15.6;Intel;1.1;4;1000;HDD;Intel;Linux;2;1735.6065
Xiaomi;13.3;Intel;2.3;8;256;SSD;Nvidia;Windows10;1.28;4067.25
Dell;15.6;Intel;2.5;4;128;SSD;Nvidia;Windows10;2.18;3969.375
HP;15.6;Intel;2.5;4;256;SSD;Intel;Windows10;2.04;3649.65
HP;13.3;Intel;2.5;4;256;SSD;Intel;Windows10;1.28;7395
HP;15.6;Intel;2.5;4;500;HDD;Intel;Windows10;2.3;2978.88
Asus;14.1;Intel;1.1;4;32;FlashStorage;Intel;Windows10;1.65;1513.8
Lenovo;15.6;Intel;2.5;8;1000;HDD;Nvidia;Windows10;2.2;2910.15
Dell;15.6;Intel;1.6;4;500;HDD;Intel;Windows10;2.2;1605.15
HP;13.3;Intel;2.5;4;256;SSD;Intel;Windows10;1.28;7825.65
Dell;15.6;Intel;2;4;1000;HDD;AMD;Linux;2.18;1982.295
Asus;17.3;Intel;2.5;12;128;SSD;Nvidia;Windows10;2.2;5959.065
Acer;11.6;Intel;1.6;4;32;FlashStorage;Intel;ChromeOS;1.25;1291.95
Lenovo;17.3;AMD;2.2;4;500;HDD;AMD;Windows10;2.8;1648.65
HP;14;Intel;2.5;4;128;SSD;Intel;Windows10;1.95;5502.75
HP;13.3;Intel;2.7;16;256;SSD;Intel;Windows10;1.42;6085.65
Samsung;15;Intel;2.7;8;256;SSD;Intel;Windows10;1.17;7390.65
Lenovo;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.32;7825.65
MSI;17.3;Intel;2.6;16;512;SSD;Nvidia;Windows10;2.43;11523.15
Toshiba;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.05;6416.25
Dell;15.6;Intel;2.8;8;1000;HDD;Nvidia;Linux;2.62;4041.15
HP;15.6;Intel;2.7;8;1000;HDD;Nvidia;Windows10;2.04;3915
Dell;15.6;Intel;2;4;1000;HDD;AMD;Windows10;2.18;2670.9
Dell;15.6;Intel;2.6;8;500;HDD;Intel;Windows10;1.9;4067.25
Dell;13.3;Intel;1.3;8;512;SSD;Intel;Windows10;1.24;8756.985
Asus;17.3;Intel;2.7;32;256;SSD;Nvidia;Windows10;3.58;5563.65
Dell;13.3;Intel;1.3;16;256;SSD;Intel;Windows10;1.22;7173.15
Lenovo;14;Intel;2.7;8;256;FlashStorage;Intel;Windows10;1.13;8913.15
Lenovo;15.6;Intel;2.5;8;512;SSD;Intel;Windows10;1.95;8539.0065
LG;15.6;Intel;2.7;16;512;SSD;Intel;Windows10;1.08;9130.65
HP;12.5;Intel;2.7;8;512;SSD;Intel;Windows10;1.26;6451.05
Acer;15.6;Intel;1.5;4;16;FlashStorage;Intel;ChromeOS;2.2;1561.65
Lenovo;15.6;Intel;2.3;8;128;SSD;Nvidia;Windows10;2.6;3432.15
LG;14;Intel;2.7;8;512;SSD;Intel;Windows10;0.98;8260.65
Dell;14;Intel;2.8;8;256;SSD;Intel;Windows10;1.6;5241.75
HP;12.5;Intel;1.2;8;240;SSD;Intel;Windows10;1.09;13485
Lenovo;15.6;Intel;2.7;6;256;SSD;Nvidia;Windows10;2.2;3432.15
HP;15.6;Intel;2.7;8;256;SSD;Nvidia;Windows10;2.04;4432.6065
Acer;15.6;Intel;2.4;4;1000;HDD;Intel;Windows10;2.4;2170.65
Lenovo;13.3;Intel;2.5;4;128;SSD;Intel;Windows10;1.44;3832.35
HP;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.49;4176
MSI;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.7;6955.65
Dell;15.6;Intel;2.8;16;128;SSD;Nvidia;Windows10;2.6;5868.15
MSI;15.6;Intel;2.5;8;128;SSD;Nvidia;Windows10;2.2;4871.6085
Dell;15.6;Intel;2.5;4;1000;HDD;AMD;Windows10;2.18;2979.7065
HP;15.6;Intel;2.5;8;256;SSD;AMD;Windows10;1.84;5641.9065
HP;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.39;4998.15
Toshiba;15.6;Intel;2.6;16;256;SSD;Nvidia;Windows10;2.4;8591.25
Lenovo;13.3;Intel;2.5;8;512;SSD;Intel;Windows10;1.37;7938.75
Dell;15.6;Intel;2.3;4;500;HDD;Intel;Windows10;1.95;3175.065
Lenovo;12.5;Intel;2.7;8;256;SSD;Intel;Windows10;1.36;7177.5
HP;15.6;Intel;2.3;8;256;SSD;Intel;Windows10;2.31;5067.75
Dell;15.6;Intel;2.5;4;1000;HDD;Intel;Windows10;2.18;3080.061
HP;14;Intel;2.3;4;500;HDD;Intel;Windows10;1.95;4998.15
Lenovo;15.6;Intel;1.1;4;1000;HDD;Intel;Windows10;2.2;1344.15
HP;12.5;Intel;2.3;4;500;HDD;Intel;Windows10;1.26;6868.65
HP;15.6;Intel;1.6;4;1000;HDD;Intel;NoOS;1.86;1256.715
Lenovo;13.3;Intel;2.2;16;1000;SSD;Intel;Windows10;1.3;7825.65
Toshiba;14;Intel;2.3;4;128;SSD;Intel;Windows10;1.47;4806.75
HP;12.5;Intel;2.3;8;256;SSD;Intel;Windows10;1.26;7260.15
Dell;15.6;Intel;2;4;1000;HDD;Intel;Windows10;2.18;2429.91
MSI;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.2;5215.65
Dell;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.36;7129.65
Dell;17.3;Intel;2.7;16;512;SSD;Nvidia;Windows10;4.36;11997.3
HP;17.3;Intel;2.3;8;128;SSD;Nvidia;Windows10;2.75;6085.65
Asus;17.3;Intel;1.6;4;1000;HDD;Nvidia;Windows10;2.8;2305.5
Acer;15.6;Intel;2.5;4;500;HDD;Intel;Windows10;2.23;2692.65
Toshiba;15.6;Intel;2.3;8;256;SSD;Intel;Windows10;2.2;4867.65
Lenovo;11.3;Intel;1.2;8;256;SSD;Intel;Windows10;1.1;5650.65
Lenovo;15.6;AMD;2.1;16;512;SSD;AMD;Windows10;2.5;4345.65
Dell;12.5;Intel;2.5;8;256;SSD;Intel;Windows10;1.36;6404.07
Lenovo;15.6;Intel;2.7;8;1000;HDD;Nvidia;NoOS;2.2;2979.75
Dell;17.3;Intel;2;4;1000;HDD;AMD;Windows10;2.36;2866.65
Acer;14;Intel;1.6;4;32;FlashStorage;Intel;ChromeOS;1.68;1518.15
HP;15.6;Intel;2.7;8;8;SSD;Nvidia;Windows10;2;9783.15
Dell;14;Intel;2.8;8;256;SSD;Intel;Windows10;1.36;7721.25
Toshiba;13.3;Intel;2.3;8;256;SSD;Intel;Windows7;1.2;6351
Asus;12.5;Intel;1.2;8;64;FlashStorage;Intel;ChromeOS;1.2;5041.65
Lenovo;14;Intel;2.6;8;256;SSD;Intel;Windows10;1.7;6477.1065
Dell;17.3;Intel;2.8;16;512;SSD;Nvidia;Windows10;4.36;13719.9
Dell;13.3;Intel;1.2;8;256;SSD;Intel;Windows10;1.24;8260.65
HP;11.6;Intel;1.1;4;256;SSD;Intel;Windows10;1.45;3371.25
Dell;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.3;5515.8
Acer;11.6;Intel;1.6;4;32;FlashStorage;Intel;ChromeOS;1.25;1692.15
Toshiba;13.3;Intel;2.4;8;256;SSD;Intel;Windows10;1.2;6677.25
Lenovo;12.5;Intel;2.6;8;256;SSD;Intel;Windows10;1.36;7656
Acer;15.6;Intel;2.5;12;128;SSD;Nvidia;Windows10;2.4;4389.15
Toshiba;12.5;Intel;2.7;8;512;SSD;Intel;Windows10;1.1;7786.5
HP;15.6;Intel;2.5;8;1000;HDD;Nvidia;Windows10;2.04;3682.275
Dell;15.6;Intel;2;4;1000;HDD;AMD;Linux;2.25;2025.447
Dell;15.6;Intel;2.5;4;500;HDD;Intel;Windows10;1.9;3588.75
HP;15.6;Intel;2.4;4;500;HDD;Intel;Windows10;2.04;2979.75
Dell;17.3;Intel;2.8;32;256;SSD;Nvidia;Windows10;4.42;13698.15
Lenovo;15.6;Intel;2.5;6;256;SSD;Nvidia;Windows10;2.4;3023.25
Dell;13.3;Intel;1.3;16;512;SSD;Intel;Windows10;1.22;8260.65
Dell;14;Intel;2.6;8;256;SSD;Intel;Windows10;1.5;8538.963
